omega GS 0.0654654767343099 0.0776632711364663 Aln0 0.114564584285042
omega DNA 0.0377508528307933 0.0218430814639792 Aln0 0.113926492502356
omega Helitron 0.0430665547467253 0.0132196121583689 Aln0 0.113926492502356
omega LINE 0.0915460849574052 0.021163816651396 Aln0 0.128164518940367
omega LTR 0.395699532663596 0.00681677163454061 Aln0 0.395699532663596
omega SINE 0.191911844054897 -0.00171863330893149 Aln0 0.22389715139738
omega TEs 0.0488256396438667 0.0267155718782056 Aln0 0.113926492502356
omega GS 0.234014841587098 0.0247522898386579 Aln1 0.409525972777422
omega DNA 0.785777741119324 0.00142045271272651 Aln1 0.785777741119324
omega Helitron 0.0373520572654762 0.00666160622077678 Aln1 0.261464400858333
omega LINE 0.110425404736746 0.00982213205906627 Aln1 0.264368041814635
omega LTR 0.442049618667107 0.00302504326209197 Aln1 0.61886946613395
omega SINE 0.771997634833126 -0.00018804044213198 Aln1 0.785777741119324
omega TEs 0.113300589349129 0.0105718282507292 Aln1 0.264368041814635
omega GS 0.197947429476605 0.0669099534806434 Aln10 0.346408001584058
omega DNA 0.91997107418627 -0.00131338776609668 Aln10 0.91997107418627
omega Helitron 0.193944311457926 0.0104868715767736 Aln10 0.346408001584058
omega LINE 0.527475268425045 0.00979322982926108 Aln10 0.738465375795063
omega LTR 0.0620156239438565 0.0181882280171943 Aln10 0.217054683803498
omega SINE 0.749470207933328 -0.000518220187444853 Aln10 0.874381909255549
omega TEs 0.0495981727843602 0.0326336083575153 Aln10 0.217054683803498
omega GS 0.364005975841993 0.0321814557188514 Aln11 0.824975615035328
omega DNA 0.963315150933001 0.000408997132164676 Aln11 0.963315150933001
omega Helitron 0.110727567970861 0.00873350620127797 Aln11 0.387546487898015
omega LINE 0.0723418380944225 0.0187664298885321 Aln11 0.387546487898015
omega LTR 0.724959567501726 -0.00235891614081927 Aln11 0.845786162085347
omega SINE 0.573172210913517 -0.000621453166421087 Aln11 0.824975615035328
omega TEs 0.589268296453805 0.00617720124514216 Aln11 0.824975615035328
omega GS 0.147808443867292 0.0436163334817137 Aln12 0.214632850501763
omega DNA 0.10951185459919 0.0120454161405695 Aln12 0.214632850501763
omega Helitron 0.162887211346193 0.00653608597305334 Aln12 0.214632850501763
omega LINE 0.16008249886552 0.012576941444648 Aln12 0.214632850501763
omega LTR 0.183971014715797 0.00756277082080557 Aln12 0.214632850501763
omega SINE 0.665177009428102 -0.000407712668727889 Aln12 0.665177009428102
omega TEs 0.0293249478717188 0.0209695363113512 Aln12 0.205274635102032
omega GS 0.501957301328126 0.0161248522171689 Aln13 0.675302412474206
omega DNA 0.492594904827839 0.00412198445078957 Aln13 0.675302412474206
omega Helitron 0.113498603636559 0.00586432245204896 Aln13 0.675302412474206
omega LINE 0.245282766569836 0.00826151417832813 Aln13 0.675302412474206
omega LTR 0.645141806353616 -0.00208841767946144 Aln13 0.675302412474206
omega SINE 0.625253573380108 -0.000364616244369763 Aln13 0.675302412474206
omega TEs 0.675302412474206 0.00324390796884521 Aln13 0.675302412474206
omega GS 0.415261938546836 0.0194127064276617 Aln14 0.581366713965571
omega DNA 0.367122805629553 0.00537304816233257 Aln14 0.581366713965571
omega Helitron 0.0646100199114759 0.00677812718788684 Aln14 0.452270139380331
omega LINE 0.180916982454475 0.00943196714297612 Aln14 0.581366713965571
omega LTR 0.940673002967276 -0.00033534436386155 Aln14 0.940673002967276
omega SINE 0.772679971233742 -0.000214231770972793 Aln14 0.901459966439366
omega TEs 0.307042429336014 0.00783137253110126 Aln14 0.581366713965571
omega GS 0.368324829577217 0.0321363509567633 Aln15 0.856391464982511
omega DNA 0.489366551418578 -0.00618424032696442 Aln15 0.856391464982511
omega Helitron 0.287591444760569 0.0058950441058848 Aln15 0.856391464982511
omega LINE 0.220966668924008 0.0129540490052128 Aln15 0.856391464982511
omega LTR 0.828350686954797 0.00146506913838378 Aln15 0.922346267717284
omega SINE 0.922346267717284 0.000108453563316824 Aln15 0.922346267717284
omega TEs 0.651324545530366 0.00521141061879815 Aln15 0.911854363742512
omega GS 0.0315250520832382 0.0586228512707718 Aln16 0.0923877634910468
omega DNA 0.564140841244772 0.00398947822795109 Aln16 0.658164314785568
omega Helitron 0.0395947557818772 0.00872688372430465 Aln16 0.0923877634910468
omega LINE 0.0188145270894671 0.0189617743937259 Aln16 0.0923877634910468
omega LTR 0.738388406145235 -0.00174399285747728 Aln16 0.738388406145235
omega SINE 0.343105483219764 -0.000812852115416584 Aln16 0.487252360334829
omega TEs 0.348037400239164 0.00834522910706055 Aln16 0.487252360334829
omega GS 0.283822805232259 0.0300434204423793 Aln17 0.6556453208956
omega DNA 0.837633275725859 0.00144223074894168 Aln17 0.912223127873862
omega Helitron 0.289545379142143 0.00461256156131986 Aln17 0.6556453208956
omega LINE 0.3746544690832 0.00739915503945062 Aln17 0.6556453208956
omega LTR 0.536688024374035 0.00327601674121225 Aln17 0.751363234123649
omega SINE 0.912223127873862 9.63498448928323e-05 Aln17 0.912223127873862
omega TEs 0.295437478379505 0.00945014185260662 Aln17 0.6556453208956
omega GS 0.834953074950934 0.00496918928357223 Aln18 0.969330437893514
omega DNA 0.969330437893514 0.000229407544542839 Aln18 0.969330437893514
omega Helitron 0.332437371164206 0.00358022764278618 Aln18 0.892250101767385
omega LINE 0.888290654354051 -0.000994937425761204 Aln18 0.969330437893514
omega LTR 0.212699790246471 -0.00557929644319068 Aln18 0.892250101767385
omega SINE 0.509857201009934 -0.000487605723287431 Aln18 0.892250101767385
